year,rank,restaurant,location,country,lat,lng,Cuisine,Description
2012,5,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2012,6,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2012,7,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2012,8,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2012,9,Dinner by Heston Blumenthal,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2012,10,Eleven Madison Park,New York,United States,40.7127753,-74.0059728,Contemporary American,A globally acclaimed NYC restaurant known for elegant modern American cuisine and a fine-dining experience focused on hospitality.
2012,11,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2012,12,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2012,13,The Fat Duck,Bray,United Kingdom,51.5077255,-0.7005884,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Bray, United Kingdom."
2012,14,The Ledbury,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2012,15,Le Chateaubriand,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2012,16,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2012,17,Pierre Gagnaire,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2012,18,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2012,19,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2012,20,Restaurant Frantzén,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2012,21,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2012,22,Aqua,Wolfsburg,Germany,52.4226503,10.7865461,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Wolfsburg, Germany."
2012,23,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2012,24,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2012,25,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2012,26,Iggy's,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2012,27,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2012,28,Nihonryori Ryugin,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2012,29,Quay,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2012,30,Schloss Schauenstein,Fürstenau,Germany,52.5179395,7.674365,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Fürstenau, Germany."
2012,31,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2012,32,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2012,33,De Librije,Zwolle,Netherlands,52.5167747,6.08302189,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Zwolle, Netherlands."
2012,34,Fäviken,Järpen,Sweden,63.3496304,13.4529077,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Järpen, Sweden."
2012,35,Astrid y Gastón,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2012,36,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2012,37,Momofuku Ssäm Bar,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2012,38,Biko,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2012,39,Waku Ghin,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2012,40,Quique Dacosta,Denia,Spain,38.8387992,0.1050557,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Denia, Spain."
2012,41,Mathias Dahlgren,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2012,42,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2012,43,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2012,44,Amber,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2012,45,Vila Joya,Albufeira,Portugal,37.0890719,-8.2478796,Portuguese,"A distinguished restaurant offering portuguese cuisine, known for its quality and culinary creativity in Albufeira, Portugal."
2012,46,Il Canto,Siena,Italy,43.3184741,11.3305812,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Siena, Italy."
2012,47,Bras Restaurant,Laguiole,France,44.683579,2.845605,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Laguiole, France."
2012,48,Manresa,Los Gatos,United States,37.2358078,-121.9623751,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Los Gatos, United States."
2012,49,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2012,50,Nahm,Bangkok,Thailand,13.7563309,100.5017651,Thai,"A distinguished restaurant offering thai cuisine, known for its quality and culinary creativity in Bangkok, Thailand."
2013,1,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2013,2,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2013,3,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2013,4,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2013,5,Eleven Madison Park,New York,United States,40.7127753,-74.0059728,Contemporary American,A globally acclaimed NYC restaurant known for elegant modern American cuisine and a fine-dining experience focused on hospitality.
2013,6,D.O.M.,Sao Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2013,7,Dinner by Heston Blumenthal,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2013,8,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2013,9,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2013,10,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2013,11,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2013,12,Frantzén/Lindeberg,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2013,13,The Ledbury,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2013,14,Astrid y Gastón,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2013,15,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2013,16,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2013,17,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2013,18,Le Chateaubriand,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2013,19,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2013,20,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2013,21,Attica,Melbourne,Australia,-37.8136276,144.9630576,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Melbourne, Australia."
2013,22,Nihonryori Ryugin,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2013,23,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2013,24,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2013,25,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2013,26,Quique Dacosta,Denia,Spain,38.8387992,0.1050557,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Denia, Spain."
2013,27,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2013,28,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2013,29,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2013,30,Aqua,Wolfsburg,Germany,52.4226503,10.7865461,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Wolfsburg, Germany."
2013,31,Biko,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2013,32,Nahm,Bangkok,Thailand,13.7563309,100.5017651,Thai,"A distinguished restaurant offering thai cuisine, known for its quality and culinary creativity in Bangkok, Thailand."
2013,33,The Fat Duck,Bray,United Kingdom,51.5077255,-0.7005884,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Bray, United Kingdom."
2013,34,Fäviken,Järpen,Sweden,63.3496304,13.4529077,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Järpen, Sweden."
2013,35,Oud Sluis,Sluis,Netherlands,51.3086558,3.3879195,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Sluis, Netherlands."
2013,36,Amber,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2013,37,Vila Joya,Albufeira,Portugal,37.0890719,-8.2478796,Portuguese,"A distinguished restaurant offering portuguese cuisine, known for its quality and culinary creativity in Albufeira, Portugal."
2013,38,Restaurant André,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2013,39,8 1/2 Otto e Mezzo Bombana,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2013,40,Combal.Zero,Rivoli,Italy,45.0704608,7.5198702,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rivoli, Italy."
2013,41,Piazza Duomo,Alba,Italy,44.7009526,8.0353488,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Alba, Italy."
2013,42,Schloss Schauenstein,Fürstenau,Germany,52.5179395,7.674365,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Fürstenau, Germany."
2013,43,Mr and Mrs Bund,Shanghai,China,31.230416,121.473701,Chinese,"A distinguished restaurant offering chinese cuisine, known for its quality and culinary creativity in Shanghai, China."
2013,44,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2013,45,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2013,46,Maní,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian,"A distinguished restaurant offering brazilian cuisine, known for its quality and culinary creativity in São Paulo, Brazil."
2013,47,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2013,48,Quay,Sydney,Australia,-33.8688197,151.2092955,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Sydney, Australia."
2013,49,Septime,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2013,50,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2014,1,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2014,2,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2014,3,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2014,4,Eleven Madison Park,New York,United States,40.7127753,-74.0059728,Contemporary American,A globally acclaimed NYC restaurant known for elegant modern American cuisine and a fine-dining experience focused on hospitality.
2014,5,Dinner by Heston Blumenthal,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2014,6,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2014,7,D.O.M.,Sao Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2014,8,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
2014,9,Alinea,Chicago,United States,41.8781136,-87.6297982,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in Chicago, United States."
2014,10,The Ledbury,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2014,11,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2014,12,Vendôme,Bergisch Gladbach,Germany,50.9896478,7.1229789,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Bergisch Gladbach, Germany."
2014,13,Nahm,Bangkok,Thailand,13.7563309,100.5017651,Thai,"A distinguished restaurant offering thai cuisine, known for its quality and culinary creativity in Bangkok, Thailand."
2014,14,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2014,15,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2014,16,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2014,17,Gaggan,Bangkok,Thailand,13.7563309,100.5017651,Progressive Indian,Gaggan in Bangkok pushed the boundaries of Indian cuisine through molecular gastronomy and playful presentations.
2014,18,Astrid y Gastón,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2014,19,Fäviken,Järpen,Sweden,63.3496304,13.4529077,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Järpen, Sweden."
2014,20,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2014,21,Le Bernardin,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2014,22,Vila Joya,Albufeira,Portugal,37.0890719,-8.2478796,Portuguese,"A distinguished restaurant offering portuguese cuisine, known for its quality and culinary creativity in Albufeira, Portugal."
2014,23,Restaurant Frantzén,Stockholm,Sweden,59.3293234,18.0685808,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Stockholm, Sweden."
2014,24,Amber,Hong Kong,Hong Kong,22.3193039,114.1693611,International / Fusion,"A distinguished restaurant offering international / fusion cuisine, known for its quality and culinary creativity in Hong Kong, Hong Kong."
2014,25,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2014,26,Azurmendi,Larrabetzu,Spain,43.2609878,-2.7960332,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Larrabetzu, Spain."
2014,27,Le Chateaubriand,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2014,28,Aqua,Wolfsburg,Germany,52.4226503,10.7865461,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Wolfsburg, Germany."
2014,29,De Librije,Zwolle,Netherlands,52.5167747,6.08302189,Modern Dutch / European,"A distinguished restaurant offering modern dutch / european cuisine, known for its quality and culinary creativity in Zwolle, Netherlands."
2014,30,Per Se,New York,United States,40.7127753,-74.0059728,French / Contemporary American,"Per Se, a New York culinary landmark by Thomas Keller, offers refined tasting menus with exceptional precision and luxury."
2014,31,L'Atelier Saint Germain De Joël Robuchon,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2014,32,Attica,Melbourne,Australia,-37.8136276,144.9630576,Modern Australian,"A distinguished restaurant offering modern australian cuisine, known for its quality and culinary creativity in Melbourne, Australia."
2014,33,Nihonryori Ryugin,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2014,34,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2014,35,Martín Berasategui,Lasarte-Oria,Spain,43.2684377,-2.0178149,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Lasarte-Oria, Spain."
2014,36,Maní,São Paulo,Brazil,-23.5557714,-46.6395571,Brazilian,"A distinguished restaurant offering brazilian cuisine, known for its quality and culinary creativity in São Paulo, Brazil."
2014,37,Restaurant André,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2014,38,L'Astrance,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2014,39,Piazza Duomo,Alba,Italy,44.7009526,8.0353488,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Alba, Italy."
2014,40,Daniel,New York,United States,40.7127753,-74.0059728,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in New York, United States."
2014,41,Quique Dacosta,Denia,Spain,38.8387992,0.1050557,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Denia, Spain."
2014,42,Geranium,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"A distinguished restaurant offering new nordic cuisine, known for its quality and culinary creativity in Copenhagen, Denmark."
2014,43,Schloss Schauenstein,Fürstenau,Germany,52.5179395,7.674365,Modern German / European,"A distinguished restaurant offering modern german / european cuisine, known for its quality and culinary creativity in Fürstenau, Germany."
2014,44,The French Laundry,Yountville,United States,38.401578,-122.3608105,French / Contemporary American,"Renowned for its refined French cuisine and seasonal tasting menus, The French Laundry is a hallmark of American fine dining."
2014,45,Hof van Cleve,Kruishoutem,Belgium,50.9044989,3.5281414,Belgian / French,"A distinguished restaurant offering belgian / french cuisine, known for its quality and culinary creativity in Kruishoutem, Belgium."
2014,46,Le Calandre,Rubano,Italy,45.4262382,11.7937858,Italian,"A distinguished restaurant offering italian cuisine, known for its quality and culinary creativity in Rubano, Italy."
2014,47,The Fat Duck,Bray,United Kingdom,51.5077255,-0.7005884,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in Bray, United Kingdom."
2014,48,The Test Kitchen,Cape Town,South Africa,-33.922087,18.4231418,South African / Fusion,"A distinguished restaurant offering south african / fusion cuisine, known for its quality and culinary creativity in Cape Town, South Africa."
2014,49,Coi,San Francisco,United States,37.7749295,-122.4194155,Contemporary American,"A distinguished restaurant offering contemporary american cuisine, known for its quality and culinary creativity in San Francisco, United States."
2014,50,Waku Ghin,Singapore,Singapore,1.352083,103.819836,Modern Asian / Fusion,"A distinguished restaurant offering modern asian / fusion cuisine, known for its quality and culinary creativity in Singapore, Singapore."
2015,1,El Celler de Can Roca,Girona,Spain,41.9794005,2.8214264,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Girona, Spain."
2015,2,Osteria Francescana,Modena,Italy,44.647128,10.9252269,Italian / Modernist,Chef Massimo Bottura's avant-garde take on Italian classics makes Osteria Francescana a standout in Modena’s dining scene.
2015,3,Noma,Copenhagen,Denmark,55.6760968,12.5683371,New Nordic,"Noma redefined modern Scandinavian cuisine with foraged ingredients, seasonal menus, and innovative techniques in Copenhagen."
2015,4,Central,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2015,5,Eleven Madison Park,New York,United States,40.7127753,-74.0059728,Contemporary American,A globally acclaimed NYC restaurant known for elegant modern American cuisine and a fine-dining experience focused on hospitality.
2015,6,Mugaritz,San Sebastian,Spain,43.318237,-1.9817051,Modernist / Spanish,Mugaritz offers a conceptual and avant-garde dining journey rooted in Spanish tradition and innovation.
2015,7,Dinner by Heston Blumenthal,London,United Kingdom,51.5072178,-0.1275862,Modern British / European,"A distinguished restaurant offering modern british / european cuisine, known for its quality and culinary creativity in London, United Kingdom."
2015,8,Narisawa,Tokyo,Japan,35.6764225,139.650027,Japanese,"A distinguished restaurant offering japanese cuisine, known for its quality and culinary creativity in Tokyo, Japan."
2015,9,D.O.M.,Sao Paulo,Brazil,-23.5557714,-46.6395571,Brazilian / Amazonian,Chef Alex Atala’s D.O.M. highlights Amazonian ingredients and Brazilian biodiversity in fine-dining form.
2015,10,Gaggan,Bangkok,Thailand,13.7563309,100.5017651,Progressive Indian,Gaggan in Bangkok pushed the boundaries of Indian cuisine through molecular gastronomy and playful presentations.
2015,11,Mirazur,Menton,France,43.774481,7.49754,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Menton, France."
2015,12,Arpège,Paris,France,48.8575475,2.3513765,French,"A distinguished restaurant offering french cuisine, known for its quality and culinary creativity in Paris, France."
2015,13,Asador Etxebarri,Axpe,Spain,43.1159431,-2.5981535,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in Axpe, Spain."
2015,14,Astrid y Gastón,Lima,Peru,-12.0466888,-77.0430885,Peruvian / Nikkei,"A distinguished restaurant offering peruvian / nikkei cuisine, known for its quality and culinary creativity in Lima, Peru."
2015,15,Steirereck,Vienna,Austria,48.2080695,16.3713095,Modern Austrian,A Vienna institution blending traditional Austrian dishes with contemporary creativity and regional ingredients.
2015,16,Pujol,Mexico City,Mexico,19.4326077,-99.133208,Mexican,"A distinguished restaurant offering mexican cuisine, known for its quality and culinary creativity in Mexico City, Mexico."
2015,17,Arzak,San Sebastian,Spain,43.318237,-1.9817051,Spanish,"A distinguished restaurant offering spanish cuisine, known for its quality and culinary creativity in San Sebastian, Spain."
